Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Chassis Angle,Chassis Heave,
0.08347771521763392,22.702507336300087,132.8669436408236,0.05716178218762418,0.027520934467810253,51.19742207906965,106.33853607562469,-3.3616217176031147,-49.09369978909976,-52.47259225917027,12.704683194380326,-2573.349925235289,4365.583588599395,39.589998849773686,67.1628244399907,1.2977157794705256,0.6247942166572962,-191.53565913915588,0.04193081378241433,5.16535744762061,5.309101032556507,0.6282112169634607,39.935302840688436,1.300437868609215,51.477420840759834,106.5615918314883,67.04122798901169,-0.3156,0.5,
