Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Aero Efficiency,Maximum Memory Report,Physics Continuum Iteration,Solver Iteration Elapsed Time,Total Solver Elapsed Time,ChassisAngle,ChassisHeave
0.07611649739683668,22.70556805332481,136.5007330689259,0.13266344941296526,0.0634703379667414,59.045160883732486,123.41410121502771,6.150548442878236,69.47893359537558,55.61285873736596,1.099511824861528E-5,-4057.3318936328383,3995.890224956109,62.42049067127443,61.47523423009399,3.012198978834896,1.4411300780713723,-184.18071634535,0.0027104190769849656,5.578537720204926,4.859736240132629,1.451096731463352,61.98609929783259,3.0368329789554536,59.45350893083551,124.4233914397345,62.92295048432298,2.09016453453393,86.23326110839844,1000.0,9.542576819,9448.374499275007,-0.8329,-0.8272
