Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,
0.1171001592028258,0.5079413300269312,207.37784855229256,2.139969426866458,1.2899420448590553,53.69017873443105,93.69232101851287,-4.046336615276618,-55.448094355831735,-33.94794660486979,12.452144773429502,-3717.400354779426,2395.837312124212,57.19077468891425,36.859035571141725,1.0869789168995183,0.6552148779233679,-184.63038148481553,0.04567235691780264,5.905592841268565,4.645119628040308,0.6581357590299827,57.644496009679564,1.0892946344104788,53.929524076079,93.67163972405041,36.38442519256814,
