Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,
0.11901399777107446,0.509198086092403,207.64484895538772,2.13196466817861,1.2720799484081153,53.07772458876584,95.60671086370132,-6.119901279872802,-54.22798864845223,-37.621414303825084,12.360003280843722,-3495.9589552463585,2742.3222664500513,53.78398392686705,42.1895733300008,1.0855923286531735,0.6477406750859351,-187.2023095580762,0.023749096685634075,5.597334992323204,4.8828059990593875,0.6505537165236107,54.7213487371745,1.0954955299607836,53.30823325440637,96.53194574837845,42.18130068317889,
