Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,
0.12097749244591682,0.5051755938729313,222.53004344945657,2.0170687035563413,1.2972945440977173,53.7021992337397,87.6341514921829,-3.531044093476824,-55.008831707384765,-31.14501695681843,12.024467800925441,-3730.074034305947,1987.6325926901955,57.385754373937644,30.578962964464555,1.0189738802015784,0.655361541742678,-187.70077222671353,0.03239319174222674,6.4651945366173535,4.1123773845280205,0.6573599952617883,57.8448403538977,1.022659498055196,53.86595823129093,87.59198081048828,30.07733335370049,
