Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,
1.0736057249356463,0.5226166095342298,530.3375382334198,14.964008883624732,36.18267746459084,1549.5123316010413,571.8557869266596,73.48006143445858,-394.80972178918097,-209.54840269385718,6.113307913544716,-42006.017383484046,-4807.078256391023,646.24642128437,73.95505009832347,7.820439587800053,18.909668220415046,-176.92579650878906,-0.008433623704255202,4.446253821623081,5.916659334393401,0.0,0.0,0.0,0.0,0.0,0.0,
