Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,
0.11923349132353644,0.5064359429919219,214.2898651555879,2.061265772482183,1.2879847084136358,53.44983208236567,90.81545870712094,-4.701495699169006,-55.106416672695,-33.49105379644852,12.120197961332858,-3654.3993405986544,2271.0246858735063,56.22152831690238,34.938841321130866,1.0438990752439865,0.6522817503646351,-187.7474164140134,0.02315227276418675,6.169596887493065,4.362800773733722,0.6550917863871601,56.71052256768367,1.0472636916552402,53.68009447035911,90.95242550862535,34.5872989486263,
