Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Yaw Moment,Overturning Moment,Yaw Angle,
0.11070639955657313,1.0293253062569878,66.97002625193272,2.027178899284004,1.057207659998259,44.5855457462488,85.49207593710217,-0.5380142398202765,-56.77029403532785,-34.82450545980607,1.7620234109014716,3323.8755100200415,-2233.1094258916055,51.13654630800064,34.355529629101625,2.0866265413432106,1.0882105984049413,-190.4590932763217,0.03937000000000027,4.88,5.55,1.0680549617963606,48.94052279528762,2.0429444397662926,43.75974046611843,83.70235771435674,34.76183491906917,187.95109464928677,816.6096597211098,12.5,
