Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Chassis Angle,Chassis Heave,
0.18166738888139622,22.702509133253994,93.31055032284348,0.06484990666589636,0.03165240120327807,29.441615403637915,60.320416095995945,3.722007458883544,31.356986790476558,26.768738818646682,12.118926725081007,-1711.1744316392483,2222.115209560795,26.325760486757662,34.18638783939685,1.4722555983731813,0.7185889274068401,-178.85018691817095,0.013715007019255784,6.119187299444586,4.390425030649925,0.7236545883504722,34.06198476698585,1.4773533993724417,29.649162772626564,60.52928028900008,26.66035108160622,-1.4387,-0.1429,
