Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Yaw Moment,Overturning Moment,Yaw Angle,
0.03491656995724668,1.0313041026839032,20.64208768735989,-4.036861328717309,-5.35103363386977,-226.10259146145455,-170.57355087739077,-0.21185643538162002,-2.2191020878004837,172.3010341809762,-27.105980314960625,3431.330496042924,14518.611303073274,52.78969993912192,223.3632508165119,-4.163231650272154,-5.518542940209449,-27.08944533392787,0.03937000000000027,4.88,5.55,0.0,0.0,0.0,0.0,0.0,0.0,3665540.1433787453,-581596.7553435307,7.5,
