Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Yaw Moment,Overturning Moment,Yaw Angle,
0.07919056661630375,1.020875538496135,42.539891778083984,2.1243488815512888,1.0901247903204294,45.596355503370944,88.85456754719743,-0.36809968065154625,-37.76652601409304,-49.63107997333695,0.44147805633240034,1714.2461875827398,-4061.3007029850946,26.37301827050369,62.48154927669378,2.168695808407334,1.1128817323463547,-183.31745443798104,0.03937000000000027,4.88,5.55,1.0837798296896106,24.03218038262675,2.1280525774955796,44.40400894866227,87.1893562748812,63.157175892254436,15.03153947159575,756.3568113635007,7.5,
