Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Rideheight,Chassis Angle,Chassis Heave,FA-RA Difference
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.450002943,7.690949035,1.4673,108.0659,4.5285,60.118,185.539,78.234,2.19,1.2,0.5,29.831900000000005
0.129691899488515,22.7025016186157,56.3121525730239,0.197264659649676,0.0636115397746518,59.1685229249767,183.486495974125,44.1306193321867,76.3108707461755,64.711683164117,13.7362385032949,-5510.84659236387,6464.70624135809,84.7822552671364,99.4570190978167,4.47840125499245,1.44414108469667,-178.460629252128,0.0021384799722213,4.650002511,6.455501909426707,1.45111962924627,103.505152388896,4.64546557518594,59.4544438627171,190.331359792532,87.6095374925842,1.39,0.8423,-0.3,15.895614896311798
0.132836875591419,22.7025232112946,58.4318713675748,0.190956917923327,0.0630015004208332,58.601147755535,177.619492986965,40.6103560941983,75.5584425384709,63.7870404153004,13.7093286291331,-5380.06317155366,6212.4599233002,82.7702026392871,95.5763065123107,4.3352038615116,1.43029302565035,-179.550314411817,0.0080527540925177,4.650002511,6.021356165956716,1.4402249733519,100.109561432322,4.5397780901156,59.00807383594,186.001191270046,86.6559926020923,1.39,0.4857,-0.3,13.453568830229699
0.141866729929458,22.7093894054855,62.6605778021331,0.18291140523951,0.062383378499791,58.0437496565261,170.187381164056,38.1871963096133,74.7088192849723,61.0993928391564,13.8510254152029,-5265.27771747506,5842.02411185182,81.0042725765394,89.8772940284896,4.1538063282886,1.41668843478155,-179.47595945355,0.002973185926732,4.450002403,5.821356057956716,1.42867083333779,94.5467420394729,4.36387524563989,58.5346856485252,178.794204901723,84.979903395932,1.19,0.4857,-0.5,9.566838643540905
0.128611793717753,22.7025016669059,56.9249419150874,0.199629976494162,0.0635857239358949,59.1445102214212,185.686604703353,46.1075653975216,75.535559948226,65.3200966337111,13.6397680905427,-5562.68227436599,6556.52556674091,85.5797272979383,100.869624103706,4.53209987412309,1.44355500364607,-178.556930030685,0.0131323016017639,4.850002619,6.221356273956716,1.45078174846114,103.348509798769,4.64609033848075,59.4406002779157,190.356956832172,87.7919151207928,1.59,0.4857,-0.1,15.556594677976207
0.150607339993151,22.7025016563747,66.4369477333239,0.166827332858513,0.0617951295593451,57.4789818472685,155.175097218525,28.1960908645363,73.4245755161476,59.6199239547891,13.7888533486043,-4877.87451125269,5249.26872501235,75.0442232500414,80.7579803848053,3.78739780054897,1.40290403117692,-179.748539976248,0.0089050765397723,4.450002403,5.386578638130106,1.40954161519395,83.3119673602943,3.90139970061243,57.7509331445393,159.84591788671,77.1818100994112,1.19,0.1286,-0.5,6.130157260883109
0.154447375608838,22.702528800021,70.6113530424045,0.198164259247029,0.0639668561496648,59.4990920595897,184.323479588752,48.2773756814092,74.906745521413,62.7849124277144,13.5962906715718,-5725.47114791883,6304.70761735954,88.0841715064436,96.9955018055314,4.49882980269049,1.45220939398456,-177.186762886575,0.0292237824698441,5.250002835,6.186579070130106,1.45551406767665,97.9935173012537,4.5420699604627,59.6344892585384,186.095090582742,88.865596375286,1.99,0.1286,0.3,9.1279209259677
0.133682505429723,22.7025217759438,59.1832512596739,0.19380871099704,0.0628018461944597,58.415438419383,180.27210199095,44.3771048755119,74.9850889523703,63.1271475735784,13.6311209103891,-5514.050668371,6251.68776298536,84.8315487441692,96.1798117382363,4.3999464817779,1.42576028079919,-179.219497998231,0.0190644343037019,4.850002619,5.786578854130106,1.43396057004296,98.2336384529637,4.49580415221413,58.7514160011628,184.199527884211,86.7224616235852,1.59,0.1286,-0.1,11.511176829378499
0.148154979670627,22.7025017981139,65.6038273878658,0.171283842723853,0.0619973745582469,57.667100825309,159.320337328525,32.7877673681267,73.2840702090575,58.9157765293719,13.8306143377303,-5066.4304037691,5331.35637017975,77.9450831349092,82.0208672335347,3.88857174742614,1.40749550738694,-180.214829555051,0.0175985160348312,4.650002511,5.151673490879625,1.41427805730178,83.43964634631,3.95514060101967,57.9449915807245,162.047758319822,79.2656913054555,1.39,-0.2286,-0.3,4.173955040854494
0.159722723844373,22.702513345046,74.6673805169558,0.189991035162692,0.0635838731582664,59.1428236113656,176.72100993909,45.3134208414416,74.1691143608867,60.1502180080407,13.565731395395,-5625.70628282822,5908.1116799181,86.5493274281265,90.8940258448939,4.31327401122011,1.44351372890525,-178.229969029566,0.0328379546782136,5.250002835,5.751673814879624,1.44842773673218,91.877452985362,4.36335846991063,59.3441575455798,178.773041898808,87.6269469978297,1.99,-0.2286,0.3,4.250505987532293
0.142979230977236,22.7011727877696,63.6739537593676,0.183170563678584,0.0621058195901641,57.7645899883585,170.366844502695,39.8709832488792,73.8718355447203,60.4515251721177,13.675903067331,-5313.70722780737,5805.33690046152,81.7493419662672,89.3128753917158,4.15818661570068,1.40987494164236,-179.860713773748,0.0226783095039067,4.850002619,5.351673598879624,1.41811019529944,90.1230741937804,4.2053860611816,58.1020000925462,172.300673195832,82.8812793267103,1.59,-0.2286,-0.1,7.241794867070098
0.158757833718248,22.7025017580133,71.8166576723888,0.149438476148692,0.0610465938751299,56.7827284481439,139.000784027568,20.2716646097913,71.6952201129149,56.7602368066199,14.0545775367357,-4535.34154512911,4535.78232561773,69.7744853096786,69.7812665479651,3.39262726748049,1.38591040477086,-180.54334903309,0.0125187484364892,4.450002403,4.951673382879624,1.39697578111538,71.1216714159932,3.4575650545558,57.2360927190122,141.661377899168,71.1061133298897,1.19,-0.2286,-0.5,0.015558086103510504
0.164077606925279,22.7025231406205,77.9394136693445,0.179467615197779,0.0630576084730087,58.653336929346,166.932662957037,40.8012045685219,72.635814548423,58.0720462476296,13.5986384258123,-5395.2349057274,5499.5080601095,83.0036139342677,84.607816309377,4.07436768701956,1.43156681555067,-178.996331199516,0.0281930512720944,5.250002835,5.316901125212026,1.43710527739476,85.4812418185445,4.12974862893229,58.8802556208683,169.201699239652,84.4091915276467,1.99,-0.5857,0.3,1.0720502908978062
0.157957266007985,22.7025060389835,73.006239350827,0.162370954179421,0.0620555203006187,57.7211989390348,151.030014778843,29.0992506172279,71.9436357426271,57.9189327224155,13.802954557349,-4887.64393377684,4968.83401949327,75.1945220581052,76.4436002998965,3.6862275678138,1.40881582437706,-179.62940075849,0.0180305335429183,4.850002619,4.916900909212026,1.41502173586277,77.8924844814573,3.75293837193871,57.9754640070916,153.763251820654,76.490897412383,1.59,-0.5857,-0.1,1.4015870690742958
0.152137163379597,22.705357388344,69.3498559806758,0.149368406632307,0.0617243051384002,57.4203268925784,138.953086908302,18.9211601888017,69.3684753845367,61.6512161132739,13.2663993112283,-4208.3909467443,4859.55866762126,64.7444761037584,74.7624410403272,3.39146305511403,1.40147240771458,-180.511099558131,0.0130903129488724,4.650002511,4.716900801212026,1.3990188055224,72.1544658747263,3.37959196663289,57.3197993051898,138.466711452456,66.8640547461868,1.39,-0.5857,-0.3,5.290411128539503
0.139054020022109,22.7025145395287,62.0903671832057,0.193555059592232,0.0629292477336549,58.5339208488216,180.036103180708,45.2404591005751,74.9987532428353,62.140301109163,13.6251074043834,-5578.42332946549,6171.89737734765,85.8218973763922,94.95226734381,4.39418655459199,1.4286521616349,-179.160212025907,0.0237428722956994,4.950002673,5.730003094200001,1.43519544348675,96.1934406089453,4.45281554842523,58.8020084577531,182.438216848848,86.9933468992635,1.69,0.0,0.0,9.200093709681795
0.138388812598926,22.7025017943397,61.1283564572223,0.184730068365643,0.0622592880937901,57.9107207264628,171.827396785961,40.4695211594933,74.1727029796171,60.3070582387217,13.7322549267829,-5366.31548477087,5848.08140449016,82.5586997657057,89.9704831460025,4.19383470853951,1.41344159966358,-180.089130827683,0.0173932308453319,4.700002538,5.4800029592,1.42204079670237,91.4050367591401,4.26450565375641,58.2630421087565,174.72288632929,84.0322669420225,1.44,0.0,-0.25,7.3727698171176
0.15546799410832,22.7025017816388,69.0393302409648,0.159695785021265,0.0613628789576853,57.0769222567564,148.541660059267,24.2077060393295,72.6666168699471,59.2082088371211,13.8118240768489,-4673.03737563303,5021.01784853889,71.8928827020466,77.2464284390599,3.62549384396548,1.39309086886334,-180.279118699744,0.0110435893949644,4.450002403,5.2300028242,1.4050119777958,78.6942592846124,3.69981738496834,57.5653471132825,151.58680166954,73.5033268122528,1.19,0.0,-0.5,5.190932472359606
0.152319400879065,22.7025094782585,70.2041827653011,0.194490704095931,0.0635959235433788,59.1540183690522,180.906354396333,47.047838906371,74.5422498499235,61.1892572467917,13.6041126218192,-5691.092896269,6115.99944505349,87.5552753272154,94.0922991546692,4.41542705317103,1.44378705702216,-177.783495954749,0.0300925137460668,5.200002808,5.9800032292,1.44574096792206,95.1215980758856,4.45768856364729,59.234072890044,182.637868856764,88.2652093423985,1.94,0.0,0.25,6.856388733487094
0.195039298954129,22.7025018234738,95.820585903406,0.18664934556155,0.0646451697170286,60.1299578652111,173.612619988665,43.139239235011,73.9457587885117,60.1922781864806,13.5771942443538,-5563.47976594389,5767.29773551165,85.5919963991367,88.72765746941,4.23740710796127,1.46760708337961,-174.885518840369,0.0478715098070957,5.900003186,6.6800036072,1.46739474320534,89.8456825428747,4.28925137336541,60.1212579850614,175.736753572924,86.6077142164707,2.64,0.0,0.95,3.237968326404001
0.204854315074027,22.7025016959386,103.417772515459,0.181116376277707,0.0651624152906775,60.6110758618939,168.466106933424,39.3569324460981,73.9853503235099,59.7777738391633,13.5669425197926,-5415.8898926692,5578.81252782302,83.3213829641415,85.8278850434311,4.11179483960691,1.47934984364806,-173.399639691887,0.0542211512574632,6.150003321,6.9300037422,1.47710481067422,86.9119325242798,4.16856475369428,60.5190936546598,170.792051390847,84.5739112750097,2.89,0.0,1.2,2.338021249270099
0.213135907605428,22.7025017216576,111.023907062292,0.173554056735216,0.0654252869201539,60.8555869378732,161.431985784949,34.8065952102016,72.8527649316658,59.2311658498689,13.5595310036496,-5168.71292328087,5366.68463383008,79.5186603581672,82.5643789820013,3.9401112718319,1.48531768894474,-171.779799172094,0.0618407209979041,6.450003483000001,7.2300039042,1.48545909553443,83.472313708146,4.00423213334857,60.8613805677993,164.059109054,81.2497218172031,3.19,0.0,1.5,2.2225918909429083
0.217779826726591,22.7025016709728,116.501007617975,0.168566463823324,0.065577756391291,60.9974070137634,156.792756698636,31.6377912960141,72.4075017726811,58.7376296450979,13.518319466693,-5029.3564175802,5203.11593797407,77.3747141166184,80.0479375072935,3.82688042661899,1.48877912405193,-170.517449360683,0.0681903624482716,6.700003618,7.4800040392,1.490357934048,80.9705357940501,3.90137107613745,61.0620931141876,159.844744998305,79.5178247257736,3.44,0.0,1.75,1.4527110682764999
0.217582280091669,22.7034659618655,117.633052098274,0.164248424214495,0.0655478543391317,60.9721837702784,152.78280587754,28.7565211989593,71.8320284580706,58.7401472174112,13.4445461944486,-4866.8909268674,5103.75847331958,74.8752450287293,78.5193611279935,3.72900850844384,1.48816347986179,-169.242186537285,0.0745400038986391,6.950003753,7.730004174199999,1.49464671405159,79.1663416722412,3.79545726193147,61.2378111370263,155.505306237064,76.9627397793349,3.69,0.0,2.0,2.203601892906306
0.218350699879924,22.7025019728086,120.86903246869,0.157691843099646,0.0656961807260336,61.1075598726616,146.677685630261,24.952850878074,71.7116378512625,57.4937277897268,13.3543847225656,-4781.48974289617,4790.52467223513,73.5613806599411,73.7003795728481,3.57999937906552,1.49146767253876,-166.962173303238,0.087239286799374,7.450004023000001,8.2300044442,1.49659523167157,73.8024421322433,3.60990362332283,61.3176432908126,147.902905210977,74.6898139226702,4.19,0.0,2.5,-0.8873717904268972
0.217855491561107,22.7025040217126,121.315401483589,0.15499383715465,0.0659771438221372,61.3689060395096,144.168141844529,23.0707655206943,72.1599183820132,56.9934272679509,13.3070026773643,-4767.63212863418,4640.50449948515,73.3481865943721,71.3923769151562,3.51874821134411,1.49784637296318,-166.819257137882,0.0935889282497415,7.700004158,8.480004579200001,1.49669594534598,71.4604555818545,3.53680933140667,61.3217713762894,144.908131739417,74.0235086844578,4.44,0.0,2.75,-2.5630531026032912
0.215119008138286,22.7025019712499,119.885618115528,0.152577250868309,0.0658973773795545,61.294703728139,141.920327629435,21.4200721109668,72.023356778512,56.8580207945766,13.2824607762927,-4716.31343595367,4545.06161351261,72.558668245441,69.9240248232709,3.46388533860567,1.49603533985954,-167.046453971372,0.0999385697001089,7.950004293,8.7300047142,1.49624193395897,69.7054709519983,3.46911383487771,61.3031681833423,142.134546586301,72.9924047411312,4.69,0.0,3.0,-3.2869337891329025
