Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Chassis Angle,Chassis Heave,
0.10233071445883546,0.5919631201792206,142.80912744747184,2.469557462356798,1.2051540907023162,58.45859067560901,119.79117923048263,-2.1058181351959004,65.49505449028759,52.46931614321068,12.75608782649787,-3832.138782919551,3984.5762092004948,58.955981275685396,61.301172449238386,1.4618869408786084,0.7134067758288944,-164.29660333142868,0.04748483372512943,4.854600455708438,5.622648707458254,0.7171362316141624,61.73417819987373,1.4745560103742046,58.764192942730354,120.82931899796594,59.56541460509255,0.0588,1.0,
