Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Chassis Angle,Chassis Heave
0.109888073829124,0.554704896114239,219.054522994717,4.32923261773228,2.43248559569718,55.2832303114418,98.3907013884305,4.30707696567351,60.1384278389638,40.3166872860752,7.11033121979276E-06,-3588.65086520315,2836.09091585434,55.2100133108177,43.6321679362206,2.40144652947356,1.34931166966059,-185.556568590821,0.0036150735271295,3.993,4.547,1.36667883698512,44.1061,2.46205306926291,55.9948,100.8738,57.2306,-0.1857,-0.9571
0.113823788743864,0.559560464134511,217.254674539538,4.70166709781918,2.43339204519909,55.7879284099685,107.790385843552,6.74811870721614,61.529070218072,41.4934230830245,7.09865866328801E-06,-3775.35222641823,3263.14025938798,58.0823419448959,50.2021578367381,2.63086702346166,1.36162998223283,-182.928345001016,0.00127073314380294,3.993,5.451,1.37350645406963,51.5229,2.69259152768199,56.2745,110.3193,59.3021,0.5571,-0.9571
0.113504662059625,0.554605644597596,221.716184751509,4.38830206644585,2.44164700393479,55.4815128391823,99.7153302870425,5.26306835315146,59.7011277488302,39.8089913934585,5.87137674527476E-06,-3614.08112162455,2897.15279776893,55.6012480249932,44.5715815041374,2.43377709625016,1.35415121049704,-184.651172751411,0.00978330233204025,4.236,4.790,1.37273402856693,44.9373,2.48960586236767,56.2429,102.0027,57.5334,-0.1857,-0.7142
0.120898904490324,0.556508883711358,227.221940738309,4.6633679294491,2.45229786023826,55.9147570412851,106.329287725241,6.98491398129492,60.7770641138281,41.4945766809139,1.96291727345853E-06,-3719.86468757231,3223.22620716138,57.2286875011125,49.5880954947904,2.59520568075306,1.36472554472894,-183.499274837823,0.0139615324064517,4.236,5.242,1.37520097711127,49.8712,2.62694234037343,56.3440,107.6296,58.2518,0.1857,-0.7142
0.119295502136545,0.559591057867378,219.985088396847,4.80732677636693,2.43895953800251,55.9186266262242,110.218766194897,7.33027996904295,61.3618628350193,42.8226929662602,5.26567364205234E-06,-3747.79634300934,3449.2548779817,57.6584052770668,53.0654596612569,2.69013707630134,1.36481994796656,-182.501026556545,0.00744082978574562,4.236,5.694,1.37739192907755,53.4768,2.72345732210926,56.4337,111.5839,58.6185,0.5571,-0.7142
0.117684819796806,0.554503774729254,222.579895148272,4.3792388317593,2.34465179407714,53.2677037636427,99.4911045596053,3.91430302636285,60.081938513852,39.5277472326014,6.39264848851122E-06,-3659.36102783749,2837.22029134041,56.2978619667306,43.6495429436986,2.42830446265146,1.3001182702415,-183.165463936745,0.0159628238021955,4.479,5.033,1.37706949263373,45.4067,2.52499683291533,56.4205,103.4527,58.5206,-0.1857,-0.4713
0.120206077149778,0.556358644692557,223.317130074473,4.66224575019635,2.47635423199256,56.448021843255,106.27500159133,6.72705914477514,60.7906490964253,41.0284082270623,7.56154008419462E-06,-3750.93129837466,3188.61899596687,57.7066353596102,49.0556768610288,2.59388072680288,1.37774108429006,-181.608563891627,0.0201314521590562,4.479,5.485,1.38497990119758,49.5269,2.62728626957637,56.7446,107.6437,58.6103,0.1857,-0.4713
0.119561243637015,0.559720627383291,217.991015210151,4.70959136522131,2.4539705443034,56.2758143458288,108.002962761376,6.71691134448708,60.4649661414594,42.2707079187224,6.43859470412698E-06,-3707.31423410548,3345.05942096035,57.0356036016228,51.4624526301593,2.6360554336606,1.37353793263762,-181.441907961392,0.0136107955595922,4.479,5.937,1.38670077044593,52.1392,2.68807512680671,56.8151,110.1343,58.4999,0.5571,-0.4713
0.119111930104189,0.565436793137525,213.328011143341,4.84744705206046,2.43721152326339,56.4622807071111,112.299615176535,6.67957647238139,61.3258405634601,43.9551785793242,5.10324426653576E-06,-3732.10495139131,3600.81604894105,57.4169992521741,55.3971699837085,2.74092491602102,1.37808906791187,-180.005948209789,0.00711410331495559,4.479,6.389,1.39563612122594,56.0490,2.7961711085073,57.1812,114.5631,59.0390,0.9286,-0.4713
0.118107210364384,0.554696938045799,221.353282199765,4.46796882370211,2.48411275481553,56.4557497371591,101.54230288274,5.93796521610977,59.9076268529902,38.4896616624054,6.12762110065717E-06,-3750.51472842009,2880.01878719222,57.7002265910784,44.3079813414187,2.47836862579165,1.37792973885669,-181.76365630838,0.0221212587785484,4.721,5.275,1.38862869172066,44.5975,2.51601953310417,56.8941,103.0849,58.9603,-0.1857,-0.2287
0.119419689174515,0.556478652814653,220.873900648628,4.54132453048492,2.49541539893817,56.8947883413312,103.540956772639,6.13754988893923,60.0252227755362,40.2311822477264,6.27039872356202E-06,-3731.26551655774,3029.77022030644,57.4040848701191,46.611849543176,2.52715015671838,1.38864539941405,-180.757936880166,0.0262914149998768,4.721,5.727,1.39785647592882,47.7201,2.59501129245853,57.2722,106.3213,59.0888,0.1857,-0.2287
0.117569036076932,0.559754776320541,212.289735320956,4.70874234010625,2.47927201140295,56.8595072862631,107.990074572294,6.11626777346402,60.923635927115,41.8064258194115,5.77972440662962E-06,-3765.20139465821,3286.33567688362,57.926175302434,50.5590104135942,2.63574101533723,1.38778435018064,-180.503636624747,0.0197710792396442,4.721,6.180,1.39701510965397,51.4037,2.69227821887335,57.2377,110.3065,59.4084,0.5571,-0.2287
