Mass Flow of Radiator,Frontal Area,Radiator dP,Cl,Cd,Raw Drag,Raw Downforce,Sidepod Downforce,Rear Wing Downforce,Front Wing Downforce,Cp,Front Wheel Axle Moment,Rear Wheel Axle Moment,Rear Axle Downforce,Front Axle Downforce,ClA,CdA,DifferentialPressure,signedDistance,Front Rideheight,Rear Rideheight,CdA Mean,Front Axle Downforce Mean,ClA Mean,Raw Drag Mean,Raw Downforce Mean,Rear Axle Downforce Mean,Yaw Moment,Overturning Moment,Yaw Angle,
0.049718724281263116,1.0873474758593344,21.863851556670852,2.0102746782334817,0.9879043915848368,44.01132046711474,89.55810283293181,-0.22299784044148824,-35.22126081807628,-40.800124327744,-2.0142913446523085,2255.92107269916,-3565.355611441408,34.706478041525536,54.85162479140628,2.185867097161112,1.0741953465801237,-186.44662575911389,0.03937000000000027,4.88,5.55,1.0611129346362957,34.17380070093834,2.1870252533981445,43.47531532952431,89.60555415122458,55.43175345028608,53.34478836758734,1193.6369850071342,12.5,
